,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,FIPS
24755,CA,93012,VENTURA,6111
24756,AR,72370,MISSISSIPPI,5093
24757,NJ,8859,MIDDLESEX,34023
24760,IN,47122,FLOYD,18043
24762,MA,1562,WORCESTER,25027
24763,PA,15062,WESTMORELAND,42129
24764,OK,74020,PAWNEE,40117
24765,MD,21076,ANNE ARUNDEL,24003
24768,CA,92105,SAN DIEGO,6073
24769,IN,47394,RANDOLPH,18135
24770,CA,93657,FRESNO,6019
24776,CA,92131,SAN DIEGO,6073
24777,OH,44118,CUYAHOGA,39035
24782,MD,21219,BALTIMORE,24005
24786,MA,2021,NORFOLK,25021
24789,OH,44041,ASHTABULA,39007
24792,CA,91105,LOS ANGELES,6037
24796,OH,44811,HURON,39139
24799,TX,78624,GILLESPIE,48319
24800,CT,6088,HARTFORD,9003
24805,FL,32937,BREVARD,12009
24807,AR,72834,YELL,5149
24808,NJ,7106,ESSEX,34013
24811,MS,39531,HARRISON,28047
24814,PA,17225,FRANKLIN,42055
24816,AL,35582,FRANKLIN,1093
24819,OR,97523,JOSEPHINE,41033
24820,CA,92264,RIVERSIDE,6065
24823,IL,61081,WHITESIDE,17195
24824,NC,27615,WAKE,37183
24825,CT,6795,LITCHFIELD,9005
24827,RI,2818,KENT,44003
24829,TN,37122,WILSON,47189
24830,TX,77575,LIBERTY,48407
24832,NY,10562,WESTCHESTER,36119
24833,AK,99645,MATANUSKA SUSITNA,2170
24834,AZ,85552,GRAHAM,4009
24835,MA,2370,PLYMOUTH,25023
24836,CA,90019,LOS ANGELES,6037
24840,PA,19342,DELAWARE,42045
24842,UT,84624,MILLARD,49027
24843,NC,28075,CABARRUS,37179
24847,TX,75633,PANOLA,48401
24848,OR,97056,COLUMBIA,41009
24850,LA,70121,JEFFERSON,22051
24852,MN,55371,MILLE LACS,27095
24855,IL,60586,WILL,17197
24856,GA,30308,FULTON,13121
24859,NY,14526,MONROE,36055
24863,NY,13350,HERKIMER,36077
24865,MI,49349,NEWAYGO,26123
24867,FL,34288,SARASOTA,12115
24868,SC,29745,YORK,45091
24869,OH,43219,FRANKLIN,39129
24874,FL,34788,LAKE,12095
24880,AL,36732,MARENGO,1091
24881,NY,14843,STEUBEN,36101
24882,OH,44481,TRUMBULL,39155
24883,NH,3101,HILLSBOROUGH,33011
24887,PA,19023,DELAWARE,42045
24889,MN,55350,MCLEOD,27085
24893,OH,44502,MAHONING,39099
24896,TN,37347,MARION,47115
24897,MN,55313,WRIGHT,27171
24898,KY,40203,JEFFERSON,21215
24902,CO,80751,LOGAN,8075
24903,MS,38804,LEE,28081
24906,WV,25064,KANAWHA,54039
24911,CA,95988,GLENN,6021
24913,FL,33477,PALM BEACH,12099
24914,LA,70085,SAINT BERNARD,22087
24915,IL,60457,COOK,17031
24921,GA,30642,GREENE,13265
24923,PA,18067,NORTHAMPTON,42095
24924,MD,21771,FREDERICK,24021
24927,IN,46122,HENDRICKS,18063
24928,KY,40206,JEFFERSON,21215
24932,MD,20705,PRINCE GEORGES,24033
24933,OH,43227,FRANKLIN,39129
24938,TX,78702,TRAVIS,48453
24940,IN,46818,ALLEN,18003
24944,GA,30650,MORGAN,13297
24945,TN,38485,WAYNE,47181
24946,CA,91754,LOS ANGELES,6037
24950,MS,39667,WALTHALL,28147
24951,NC,27502,WAKE,37183
24952,MI,48120,WAYNE,26163
24953,MA,1005,WORCESTER,25027
24954,PA,19301,CHESTER,42029
24958,GA,30045,GWINNETT,13135
24962,ME,4346,KENNEBEC,23011
24965,OR,97317,MARION,41047
24966,SC,29212,LEXINGTON,45063
24970,NJ,8406,ATLANTIC,34001
24973,NY,11358,QUEENS,36081
24974,VA,24450,LEXINGTON CITY,51678
24975,TX,77493,HARRIS,48201
24978,TX,77433,HARRIS,48201
24981,OK,74525,ATOKA,40005
24983,NC,28339,HARNETT,37085
24986,CA,93221,TULARE,6107
24987,NJ,7302,HUDSON,34017
24988,KY,41502,PIKE,21195
24989,MA,2324,PLYMOUTH,25023
24990,GA,30677,OCONEE,13219
24991,MI,48085,OAKLAND,26125
24994,NY,11937,SUFFOLK,36103
24995,IA,52577,MAHASKA,19123
24996,CA,92832,ORANGE,6059
24998,MI,49010,ALLEGAN,26005
25004,KY,40212,JEFFERSON,21215
25008,AL,35564,MARION,1093
25009,NY,14214,ERIE,36029
25012,MA,1028,HAMPDEN,25013
25014,IN,46323,LAKE,18089
25016,KS,66106,WYANDOTTE,20209
25017,NC,28771,GRAHAM,37173
25018,VA,23116,HANOVER,51177
25022,TN,37663,SULLIVAN,47163
25024,CO,80128,JEFFERSON,8059
25026,WI,53022,WASHINGTON,55131
25028,MD,20904,MONTGOMERY,24031
25030,IN,47842,VERMILLION,18167
25031,NV,89144,CLARK,32003
25032,SC,29654,ANDERSON,45073
25037,OH,45429,MONTGOMERY,39135
25040,NC,28016,GASTON,37071
25042,AL,36107,MONTGOMERY,1101
25043,MI,48723,TUSCOLA,26157
25044,TX,76126,TARRANT,48439
25046,AR,72632,CARROLL,5015
25049,KY,42653,MCCREARY,21235
25051,MA,1007,HAMPSHIRE,25015
25053,MT,59860,LAKE,30047
25054,MO,63118,SAINT LOUIS CITY,29510
25055,AZ,85305,MARICOPA,4013
25058,NY,10980,ROCKLAND,36087
25059,NY,14810,STEUBEN,36101
25060,OH,43611,LUCAS,39095
25062,NE,68901,ADAMS,31079
25063,MS,39701,LOWNDES,28087
25065,TX,76374,YOUNG,48503
25066,OH,43537,LUCAS,39095
25068,WA,98007,KING,53033
25071,KS,66749,ALLEN,20207
25072,WV,26105,WOOD,54107
25073,CA,91007,LOS ANGELES,6037
25077,NH,3756,GRAFTON,33009
25079,TX,77449,HARRIS,48201
25082,OK,73086,MURRAY,40099
25083,CA,92586,RIVERSIDE,6065
25086,IN,47454,ORANGE,18117
25087,VA,22015,FAIRFAX,51059
25092,OK,74344,DELAWARE,40041
25094,FL,34951,SAINT LUCIE,12111
25095,TN,37876,SEVIER,47155
25096,NY,11788,SUFFOLK,36103
25097,MA,2536,BARNSTABLE,25001
25099,TN,37938,KNOX,47093
25103,NC,28722,POLK,37149
25104,CA,95602,PLACER,6061
25106,TX,75428,HUNT,48231
25108,NY,13066,ONONDAGA,36067
25109,CA,94304,SANTA CLARA,6085
25110,MO,65672,TANEY,29213
25111,MI,48722,SAGINAW,26145
25114,KY,40444,GARRARD,21167
25115,WI,53547,ROCK,55105
25117,TX,76542,BELL,48099
25120,GA,30539,GILMER,13123
25122,FL,32148,PUTNAM,12107
25125,IL,60438,COOK,17031
25131,IL,60108,DUPAGE,17043
25135,CA,91107,LOS ANGELES,6037
25139,NY,13031,ONONDAGA,36067
25140,NY,11434,QUEENS,36081
25141,NY,12303,SCHENECTADY,36093
25143,KS,66205,JOHNSON,20091
25146,PA,19094,DELAWARE,42045
25148,MI,48178,OAKLAND,26125
25151,ID,83202,BANNOCK,16005
25154,WV,24901,GREENBRIER,54025
25156,WA,98631,PACIFIC,53049
25157,NM,88210,EDDY,35015
25158,NC,27358,GUILFORD,37081
25162,PA,17566,LANCASTER,42071
25164,KY,40744,LAUREL,21125
25166,NC,28650,CATAWBA,37109
25168,FL,33523,PASCO,12101
25169,OH,44833,CRAWFORD,39139
25171,CO,80015,ARAPAHOE,8005
25174,FL,33430,PALM BEACH,12099
25175,PA,15417,FAYETTE,42051
25179,OR,97537,JACKSON,41033
25181,MA,1608,WORCESTER,25027
25182,CA,96101,MODOC,6049
25183,MN,55021,RICE,27131
25185,NY,11374,QUEENS,36081
25186,KY,42241,CHRISTIAN,21047
25188,CA,90723,LOS ANGELES,6037
25192,WI,53080,OZAUKEE,55089
25194,PA,18848,BRADFORD,42015
25197,MA,2726,BRISTOL,25005
25200,CA,95726,EL DORADO,6017
25201,WI,53713,DANE,55049
25206,NC,28311,CUMBERLAND,37051
25210,NY,11001,NASSAU,36059
25213,MN,56401,CROW WING,27035
25215,IN,46615,ST JOSEPH,18141
25217,SD,57078,YANKTON,46135
25218,NJ,7871,SUSSEX,34037
25220,FL,33928,LEE,12071
25221,FL,33070,MONROE,12087
25222,CT,6801,FAIRFIELD,9001
25224,SC,29926,BEAUFORT,45013
25226,CA,92108,SAN DIEGO,6073
25227,OR,97232,MULTNOMAH,41051
25229,PA,15139,ALLEGHENY,42003
25234,WA,98944,YAKIMA,53077
25235,MA,2141,MIDDLESEX,25017
25239,VA,23188,JAMES CITY,51095
25241,NC,27025,ROCKINGHAM,37157
25243,FL,32811,ORANGE,12095
25246,NY,14411,ORLEANS,36073
25247,NC,27856,NASH,37127
25249,PA,19512,BERKS,42011
25254,NY,11782,SUFFOLK,36103
25255,NJ,7828,MORRIS,34027
25258,OK,74426,MCINTOSH,40091
25260,NH,3561,GRAFTON,33009
25262,CA,94061,SAN MATEO,6081
25265,MS,38732,BOLIVAR,28011
25268,CO,80204,DENVER,8031
25270,MN,55378,SCOTT,27139
25272,WI,53115,WALWORTH,55127
25273,VA,23517,NORFOLK CITY,51710
25275,OR,97386,LINN,41043
25277,NE,68503,LANCASTER,31109
25279,WA,98252,SNOHOMISH,53061
25280,PA,16127,MERCER,42085
25282,CA,90805,LOS ANGELES,6037
25286,UT,84037,DAVIS,49011
25287,PA,19606,BERKS,42011
25292,MD,20772,PRINCE GEORGES,24033
25293,OH,45669,LAWRENCE,39087
25295,MI,48326,OAKLAND,26125
25298,KS,67060,SEDGWICK,20173
25300,GA,30103,BARTOW,13057
25305,GA,30329,DEKALB,13089
25309,PA,15314,WASHINGTON,42125
25310,SC,29585,GEORGETOWN,45043
25312,TX,76133,TARRANT,48439
25314,VA,24651,TAZEWELL,51185
25315,AZ,85024,MARICOPA,4013
25318,WI,53566,GREEN,55045
25320,OR,97203,MULTNOMAH,41051
25322,AZ,85749,PIMA,4019
25325,IN,47620,POSEY,18163
25327,MD,21787,CARROLL,24027
25330,MS,39090,ATTALA,28159
25331,VA,23970,MECKLENBURG,51117
25332,MO,64081,JACKSON,29095
25335,IA,50315,POLK,19153
25338,KY,41822,KNOTT,21119
25339,MI,48444,LAPEER,26125
25342,VT,5495,CHITTENDEN,50007
25345,WV,25276,ROANE,54087
25346,TX,77027,HARRIS,48201
25349,LA,71483,WINN,22127
25350,CA,92057,SAN DIEGO,6073
25351,TN,38310,MCNAIRY,47109
25352,IL,61820,CHAMPAIGN,17019
25355,PA,16301,VENANGO,42121
25356,VA,22664,SHENANDOAH,51171
25358,WV,26757,HAMPSHIRE,54027
25360,CA,95632,SACRAMENTO,6067
25363,NJ,8057,BURLINGTON,34021
25367,GA,30260,CLAYTON,13113
25371,WI,53072,WAUKESHA,55133
25372,PA,19363,CHESTER,42029
25376,FL,33776,PINELLAS,12103
25377,SC,29617,GREENVILLE,45045
25381,MI,48732,BAY,26017
25383,AL,36037,BUTLER,1099
25385,NJ,8846,MIDDLESEX,34023
25388,IL,60020,LAKE,17097
25390,OH,43065,DELAWARE,39041
25394,IN,47446,LAWRENCE,18117
25396,MO,64056,JACKSON,29095
25399,TN,37397,SEQUATCHIE,47153
25400,UT,84780,WASHINGTON,49053
25401,MI,48458,GENESEE,26087
25408,NC,27886,EDGECOMBE,37127
25411,IL,61073,WINNEBAGO,17201
25412,NY,11738,SUFFOLK,36103
25413,CA,93455,SANTA BARBARA,6083
25415,DE,19801,NEW CASTLE,10003
25416,CA,92203,RIVERSIDE,6065
25419,NM,87015,SANTA FE,35049
25421,TX,77026,HARRIS,48201
25424,CO,80011,ADAMS,8005
25430,NJ,7042,ESSEX,34013
25433,PA,18372,MONROE,42089
25436,GA,31639,BERRIEN,13173
25437,CA,92802,ORANGE,6059
25439,TN,38562,JACKSON,47087
25440,TX,75704,SMITH,48423
25441,TX,76006,TARRANT,48439
25443,OR,97306,MARION,41047
25444,NC,28377,ROBESON,37155
25446,OH,44106,CUYAHOGA,39035
25451,NJ,7072,BERGEN,34003
25454,HI,96792,HONOLULU,15003
25455,TX,78202,BEXAR,48029
25458,TN,38008,HARDEMAN,47069
25459,VA,20170,FAIRFAX,51059
25464,NY,10605,WESTCHESTER,36119
25465,LA,70529,LAFAYETTE,22055
25469,TX,77657,HARDIN,48199
25471,NH,3868,STRAFFORD,33017
25472,TX,77833,WASHINGTON,48477
25473,KS,66210,JOHNSON,20091
25476,NY,13357,HERKIMER,36077
25478,MO,65605,LAWRENCE,29145
25481,NJ,8742,OCEAN,34029
25482,UT,84075,DAVIS,49011
25483,FL,33168,MIAMI-DADE,12086
25485,NY,12590,DUTCHESS,36027
25487,CO,80104,DOUGLAS,8119
25491,OH,44514,MAHONING,39099
25494,OR,97116,WASHINGTON,41067
25496,NJ,7662,BERGEN,34003
25499,ME,4062,CUMBERLAND,23005
25503,WI,54843,SAWYER,55113
25505,CA,94301,SANTA CLARA,6085
25506,NY,11776,SUFFOLK,36103
25507,VT,5661,LAMOILLE,50015
25509,TX,78045,WEBB,48479
25510,VA,24171,PATRICK,51141
25511,NJ,7009,ESSEX,34013
25514,NY,11218,KINGS,36047
25516,WA,98126,KING,53033
25519,NY,10031,NEW YORK,36061
25520,MI,48651,ROSCOMMON,26143
25521,KY,40208,JEFFERSON,21215
25525,GA,31321,BRYAN,13109
25527,MA,2131,SUFFOLK,25025
25528,GA,31410,CHATHAM,13051
25530,MN,55044,DAKOTA,27037
25534,FL,32222,DUVAL,12089
25537,VA,24230,WISE,51195
25538,CA,92411,SAN BERNARDINO,6071
25539,MD,21903,CECIL,24015
25540,MD,20747,PRINCE GEORGES,24033
25541,CO,81006,PUEBLO,8101
25542,NC,27376,MOORE,37125
25544,IL,60614,COOK,17031
25550,LA,70814,EAST BATON ROUGE,22033
25552,CA,94931,SONOMA,6097
25553,MN,55454,HENNEPIN,27171
25556,IL,60643,COOK,17031
25562,NY,14173,CATTARAUGUS,36009
25565,CA,95446,SONOMA,6097
25566,KY,40143,BRECKINRIDGE,21027
25568,IA,52632,LEE,19111
25569,ME,4543,LINCOLN,23015
25570,FL,32080,SAINT JOHNS,12109
25571,MI,48015,MACOMB,26099
25574,TX,75652,RUSK,48401
25576,AL,35226,JEFFERSON,1073
25581,GA,30540,GILMER,13123
25583,MN,55391,HENNEPIN,27171
25586,MA,1701,MIDDLESEX,25017
25590,NJ,7480,PASSAIC,34031
25592,MS,39272,HINDS,28049
25595,ID,83837,SHOSHONE,16079
25596,MS,39051,LEAKE,28123
25598,WI,53024,OZAUKEE,55089
25600,MN,55066,GOODHUE,27109
25603,NJ,7054,MORRIS,34027
25606,LA,70357,LAFOURCHE,22057
25608,TX,77040,HARRIS,48201
25611,WI,54806,ASHLAND,55003
25613,TX,78586,CAMERON,48061
25616,TX,75210,DALLAS,48113
25622,MA,2184,NORFOLK,25021
25625,CT,6108,HARTFORD,9003
25630,DE,19968,SUSSEX,10005
25631,NE,68803,HALL,31079
25634,KY,42726,GRAYSON,21093
25636,CO,80221,ADAMS,8005
25642,CT,6786,LITCHFIELD,9005
25644,MI,49068,CALHOUN,26025
25649,NJ,8844,SOMERSET,34035
25651,CA,92651,ORANGE,6059
25653,OH,45505,CLARK,39023
25656,MN,55113,RAMSEY,27123
25658,NY,10541,PUTNAM,36079
25660,OH,45663,SCIOTO,39145
25661,NC,28097,STANLY,37167
25662,CT,6042,HARTFORD,9003
25667,WI,54868,BARRON,55033
25672,GA,30082,COBB,13067
25675,CA,94803,CONTRA COSTA,6013
25676,CA,92371,SAN BERNARDINO,6071
25677,AZ,85390,MARICOPA,4013
25680,PA,15232,ALLEGHENY,42003
25685,NY,10974,ROCKLAND,36087
25686,TX,77083,HARRIS,48201
25689,KY,41073,CAMPBELL,21037
25691,IN,46816,ALLEN,18003
25695,UT,84092,SALT LAKE,49035
25697,TN,37686,SULLIVAN,47163
25699,LA,71112,BOSSIER,22119
25701,WV,25951,SUMMERS,54089
25702,IN,47960,WHITE,18181
25703,UT,84108,SALT LAKE,49035
25705,NC,27545,WAKE,37183
25706,CO,81504,MESA,8077
25707,IL,62656,LOGAN,17113
25710,MT,59501,HILL,30041
25711,TX,76645,HILL,48309
25714,MA,2382,PLYMOUTH,25023
25715,HI,96778,HAWAII,15001
25716,AZ,86413,MOHAVE,4015
25717,MN,55434,ANOKA,27059
25720,LA,71463,ALLEN,22003
25723,NH,3842,ROCKINGHAM,33015
25725,CO,80504,WELD,8123
25726,MD,20816,MONTGOMERY,24031
25728,MO,63136,SAINT LOUIS,29189
25730,WI,53715,DANE,55049
25735,UT,84066,DUCHESNE,49013
25737,WI,54660,MONROE,55081
25739,GA,30504,HALL,13311
25741,PA,19150,PHILADELPHIA,42101
25742,NC,28056,GASTON,37071
25744,IL,60160,COOK,17031
25750,MT,59937,FLATHEAD,30029
25752,CT,6850,FAIRFIELD,9001
25754,FL,32304,LEON,12073
25755,AL,35205,JEFFERSON,1073
25760,SC,29696,OCONEE,45073
25761,CA,94019,SAN MATEO,6081
25764,IN,47006,RIPLEY,18137
25765,PA,17745,CLINTON,42035
25767,VA,24060,MONTGOMERY,51121
25769,MS,38821,MONROE,28095
25770,TX,77020,HARRIS,48201
25773,TN,37711,HAWKINS,47073
25775,IL,62206,SAINT CLAIR,17163
25777,NJ,8062,GLOUCESTER,34015
25779,NY,14141,ERIE,36029
25782,CA,93706,FRESNO,6019
25788,TX,76117,TARRANT,48439
25790,MI,49418,KENT,26123
25793,NY,11231,KINGS,36047
25795,SC,29506,FLORENCE,45041
25798,NY,14072,ERIE,36029
25801,OK,73096,CUSTER,40039
25803,MD,21793,FREDERICK,24021
25806,VA,20190,FAIRFAX,51059
25811,CA,93215,KERN,6029
25816,WV,25177,KANAWHA,54039
25821,CA,90303,LOS ANGELES,6037
25825,MA,2563,BARNSTABLE,25001
25827,OH,44146,CUYAHOGA,39035
25832,SD,57103,MINNEHAHA,46099
25834,AL,35555,FAYETTE,1127
25836,SD,57401,BROWN,46037
25838,TX,77024,HARRIS,48201
25841,FL,34479,MARION,12083
25844,AZ,86040,COCONINO,4005
25846,CA,92501,RIVERSIDE,6065
25849,MO,63830,PEMISCOT,29155
25850,MI,48846,IONIA,26067
25852,MI,49007,KALAMAZOO,26077
25855,OH,44420,TRUMBULL,39155
25856,KS,66720,NEOSHO,20133
25858,NY,11722,SUFFOLK,36103
25859,PA,17870,SNYDER,42109
25861,TX,78754,TRAVIS,48453
25863,CA,92019,SAN DIEGO,6073
25864,PA,19046,MONTGOMERY,42091
25866,WA,98528,MASON,53045
25868,CA,91030,LOS ANGELES,6037
25872,AR,72560,STONE,5137
25873,SC,29601,GREENVILLE,45045
25877,LA,70001,JEFFERSON,22051
25879,TN,37409,HAMILTON,47065
25883,WV,26501,MONONGALIA,54061
25884,PA,19382,CHESTER,42029
25888,NY,14615,MONROE,36055
25892,NY,10512,PUTNAM,36079
25894,OH,45801,ALLEN,39137
25898,CT,6820,FAIRFIELD,9001
25900,PA,19103,PHILADELPHIA,42101
25901,LA,71037,BOSSIER,22119
25903,MA,1230,BERKSHIRE,25003
25905,UT,84097,UTAH,49049
25907,IL,60655,COOK,17031
25913,LA,71449,SABINE,22085
25914,FL,33852,HIGHLANDS,12055
25916,RI,2842,NEWPORT,44005
25917,AR,72476,LAWRENCE,5121
25918,NY,11934,SUFFOLK,36103
25919,GA,30533,LUMPKIN,13311
25920,GA,31709,SUMTER,13261
25922,FL,32712,ORANGE,12095
25925,MN,55422,HENNEPIN,27171
25928,ID,83616,ADA,16001
25933,NJ,7052,ESSEX,34013
25936,NY,11754,SUFFOLK,36103
25937,CO,80620,WELD,8123
25938,OH,45356,MIAMI,39113
25941,CA,93654,FRESNO,6019
25947,TX,78240,BEXAR,48029
25950,CT,6382,NEW LONDON,9015
25953,CA,90210,LOS ANGELES,6037
25957,LA,70119,ORLEANS,22071
25958,OH,44241,PORTAGE,39133
25961,IL,61802,CHAMPAIGN,17019
25964,KY,40383,WOODFORD,21239
25965,TX,79907,EL PASO,48141
25967,WA,98006,KING,53033
25970,IA,50701,BLACK HAWK,19013
25973,KY,40031,OLDHAM,21185
25975,NY,12182,RENSSELAER,36083
25977,WY,82601,NATRONA,56025
25978,CO,80022,ADAMS,8005
25984,OH,43056,LICKING,39089
25986,MD,21211,BALTIMORE CITY,24510
25987,NY,11518,NASSAU,36059
25990,MO,63011,SAINT LOUIS,29189
25992,TX,76448,EASTLAND,48429
25994,CA,90405,LOS ANGELES,6037
25998,AR,72112,JACKSON,5067
26000,PA,15963,SOMERSET,42111
26002,AL,35077,CULLMAN,1043
26005,NY,10002,NEW YORK,36061
26006,OH,44123,CUYAHOGA,39035
26011,UT,84105,SALT LAKE,49035
26013,MI,48334,OAKLAND,26125
26016,NJ,8823,SOMERSET,34035
26018,CA,91340,LOS ANGELES,6037
26022,CT,6095,HARTFORD,9003
26027,VA,23704,PORTSMOUTH CITY,51740
26028,CA,95223,CALAVERAS,6009
26029,AL,36303,HOUSTON,1069
26030,NY,10307,RICHMOND,36085
26031,MO,63628,SAINT FRANCOIS,29221
26033,WA,99109,STEVENS,53065
26034,LA,71203,OUACHITA,22073
26036,NY,10014,NEW YORK,36061
26037,GA,30176,HARALSON,13233
26039,PA,17109,DAUPHIN,42043
26041,MI,49428,OTTAWA,26139
26042,KY,40108,MEADE,21163
26043,TX,78610,HAYS,48209
26045,NJ,7032,HUDSON,34017
26046,TX,77535,LIBERTY,48407
26048,NY,10990,ORANGE,36071
26051,CA,90680,ORANGE,6059
26053,MA,2746,BRISTOL,25005
26056,AZ,85041,MARICOPA,4013
26059,IL,61364,LA SALLE,17099
26062,GA,31032,JONES,13169
26063,CT,6513,NEW HAVEN,9009
26064,NH,3833,ROCKINGHAM,33015
26066,OH,45122,CLERMONT,39025
26069,MO,64429,CLINTON,29049
26072,NY,11104,QUEENS,36081
26073,MO,63129,SAINT LOUIS,29189
26075,NH,3576,COOS,33007
26076,GA,30633,MADISON,13195
26078,IL,61520,FULTON,17057
26080,CO,80302,BOULDER,8013
26085,WI,53130,MILWAUKEE,55079
26088,CA,90744,LOS ANGELES,6037
26092,MO,63863,DUNKLIN,29069
26094,NM,87801,SOCORRO,35053
26095,AZ,85367,YUMA,4027
26096,PA,19422,MONTGOMERY,42091
26098,SC,29710,YORK,45091
26099,IL,60423,WILL,17197
26100,CA,93905,MONTEREY,6053
26101,MA,2038,NORFOLK,25021
26104,MA,1801,MIDDLESEX,25017
26108,ID,83617,GEM,16045
26109,TX,77656,HARDIN,48199
26111,DE,19803,NEW CASTLE,10003
26112,WA,98029,KING,53033
26115,CA,91762,SAN BERNARDINO,6071
26116,VA,23507,NORFOLK CITY,51710
26118,IL,60450,GRUNDY,17063
26122,NC,28791,HENDERSON,37149
26125,PA,15033,WASHINGTON,42125
26126,NE,68144,DOUGLAS,31055
26128,PA,16509,ERIE,42049
26130,MN,56560,CLAY,27027
26133,CA,95249,CALAVERAS,6009
26134,FL,32176,VOLUSIA,12127
26135,VA,23462,VIRGINIA BEACH CITY,51810
26136,AL,35986,DE KALB,1049
26140,LA,70460,SAINT TAMMANY,22103
26143,FL,33126,MIAMI-DADE,12086
26145,OH,44820,CRAWFORD,39139
26147,PA,18042,NORTHAMPTON,42095
26148,OH,45805,ALLEN,39137
26152,MA,1950,ESSEX,25009
26155,WI,54603,LA CROSSE,55063
26156,FL,34474,MARION,12083
26159,VA,22655,FREDERICK,51171
26163,PA,17751,CLINTON,42035
26165,MD,21120,BALTIMORE,24005
26169,KS,66030,JOHNSON,20091
26172,CA,94403,SAN MATEO,6081
26175,NY,11566,NASSAU,36059
26178,KS,67156,COWLEY,20035
26179,NV,89501,WASHOE,32031
26180,PA,15370,GREENE,42059
26182,MA,2061,PLYMOUTH,25023
26183,MO,65270,RANDOLPH,29175
26184,NC,27051,FORSYTH,37067
26187,IN,47037,RIPLEY,18137
26188,MD,21012,ANNE ARUNDEL,24003
26191,TX,77954,DE WITT,48175
26193,PA,17361,YORK,42133
26194,SC,29209,RICHLAND,45079
26195,FL,34238,SARASOTA,12115
26196,CA,94534,SOLANO,6095
26198,MO,64503,BUCHANAN,29021
26199,CA,92637,ORANGE,6059
26201,FL,33013,MIAMI-DADE,12086
26203,MD,21287,BALTIMORE CITY,24510
26204,NJ,7410,BERGEN,34003
26207,OH,44087,SUMMIT,39153
26209,CA,94608,ALAMEDA,6001
26212,OK,73460,JOHNSTON,40069
26213,CA,91902,SAN DIEGO,6073
26214,NH,3051,HILLSBOROUGH,33011
26218,MS,39110,MADISON,28089
26219,NY,14201,ERIE,36029
26222,NY,14642,MONROE,36055
26226,MI,49037,CALHOUN,26025
26231,MI,49091,SAINT JOSEPH,26149
26232,TX,77077,HARRIS,48201
26235,NC,28207,MECKLENBURG,37119
26238,TX,78109,BEXAR,48029
26241,OH,44303,SUMMIT,39153
26243,NJ,7663,BERGEN,34003
26246,NJ,7436,BERGEN,34003
26249,CA,95828,SACRAMENTO,6067
26252,WV,26031,MARSHALL,54051
26255,NY,12533,DUTCHESS,36027
26257,MO,65708,BARRY,29209
26260,WA,98106,KING,53033
26263,MD,21114,ANNE ARUNDEL,24003
26266,TX,75143,KAUFMAN,48257
26269,KS,66701,BOURBON,20011
26271,VA,24013,ROANOKE CITY,51770
26273,NY,14103,ORLEANS,36073
26274,NJ,7712,MONMOUTH,34025
26276,MO,65809,GREENE,29077
26280,TX,76065,ELLIS,48139
26282,ME,4020,YORK,23031
26283,CA,95222,CALAVERAS,6009
26284,TX,78232,BEXAR,48029
26287,PA,15025,ALLEGHENY,42003
26292,MO,63304,SAINT CHARLES,29183
26293,NJ,7006,ESSEX,34013
26296,NY,11357,QUEENS,36081
26297,OH,45241,HAMILTON,39061
26299,MD,20879,MONTGOMERY,24031
26301,TX,78217,BEXAR,48029
26304,VA,23220,RICHMOND CITY,51760
26305,TX,76705,MCLENNAN,48309
26306,ME,4106,CUMBERLAND,23005
26310,AR,72209,PULASKI,5119
26312,WA,98371,PIERCE,53053
26313,VA,24141,RADFORD,51750
26314,MA,1876,MIDDLESEX,25017
26318,GA,30327,FULTON,13121
26321,OH,44057,LAKE,39085
26322,FL,34452,CITRUS,12017
26323,CA,91723,LOS ANGELES,6037
26327,SC,29425,CHARLESTON,45019
26329,VA,23005,HANOVER,51177
26333,VA,24256,DICKENSON,51051
26334,OH,43764,PERRY,39127
26335,TN,37356,GRUNDY,47153
26338,LA,70068,ST JOHN THE BAPTIST,22095
26339,AZ,85607,COCHISE,4003
26342,IA,52001,DUBUQUE,19105
26344,NC,27603,WAKE,37183
26345,ME,4953,PENOBSCOT,23019
26347,FL,32425,HOLMES,12133
26348,TX,75638,MORRIS,48343
26349,OR,97267,CLACKAMAS,41005
26352,NC,28364,ROBESON,37155
26354,NY,10026,NEW YORK,36061
26355,CA,95066,SANTA CRUZ,6087
26356,NC,28637,BURKE,37023
26359,OK,73045,OKLAHOMA,40109
26361,TX,77840,BRAZOS,48395
26363,NJ,7652,BERGEN,34003
26366,LA,70584,SAINT LANDRY,22097
26368,OK,74107,TULSA,40145
26371,WA,98387,PIERCE,53053
26372,TN,37086,RUTHERFORD,47149
26375,OH,44124,CUYAHOGA,39035
26380,MO,64054,JACKSON,29095
26383,TN,38058,TIPTON,47167
26384,KY,40211,JEFFERSON,21215
26388,CA,92865,ORANGE,6059
26390,MD,21223,BALTIMORE CITY,24510
26391,LA,70452,SAINT TAMMANY,22103
26394,WI,53959,SAUK,55111
26395,IN,46714,WELLS,18179
26396,NJ,7405,MORRIS,34027
26399,IN,46218,MARION,18097
26400,TX,76262,DENTON,48497
26404,WA,98043,SNOHOMISH,53061
26405,NJ,8618,MERCER,34021
26408,WV,25882,WYOMING,54109
26409,NY,11432,QUEENS,36081
26410,FL,32258,DUVAL,12089
26413,VT,5101,WINDHAM,50025
26415,OH,45410,MONTGOMERY,39135
26418,IL,60098,MCHENRY,17111
26419,FL,32433,WALTON,12131
